p_id,prs,code_reviews
32948053,4,0
12203989,60,0
7510281,1,0
21997741,21,0
5649218,6,0
3301609,8,0
240018,4,0
22208226,1,0
11807445,12,0
8067158,8,29
7681110,9,0
571716,1,0
21666117,6,0
40374782,1,0
25142107,3,0
639175,11,0
27415955,10,8
3519441,1,0
12337,2,0
29846127,3,0
12931519,1,0
622651,5,0
30967502,4,0
30317924,2,0
4922668,3,0
17788119,4,0
17634598,1,0
12832608,4,0
27392671,9,12
675826,4,0
37918032,9,0
5652782,1,0
18181974,1,0
24923050,19,0
10448214,3,0
32629,4,0
24983876,4,0
3987538,3,0
21283579,4,0
2898333,10,0
13068447,1,0
2453727,1,0
32346419,4,0
28856201,1,0
26046029,2,0
1924036,2,0
845364,1,0
12662198,3,0
24091805,6,0
4661151,2,0
36466370,2,0
167022,2,6
6320813,3,0
32307809,1,0
38877658,3,0
17953575,3,0
8998736,3,0
19465771,4,0
40524247,1,0
498389,5,0
21862881,6,0
1357635,4,0
22077329,1,0
32784474,5,0
6836589,1,0
12627217,1,0
968971,5,0
317502,1,0
8493909,3,0
22046597,4,0
28962747,1,0
17203919,1,0
45985,1,0
10350181,3,0
344945,8,6
9910946,1,0
5852416,2,0
12353886,8,0
1396238,1,0
31741759,1,0
15537819,1,0
6851870,1,0
32866161,1,0
101257,2,0
10882265,2,0
30728248,1,0
6386919,2,0
714747,3,4
8782707,1,0
17706075,1,0
29849936,1,0
3298287,2,0
28942840,1,0
10584363,1,0
22790461,3,0
334066,1,0
3127873,1,0
29171773,2,0
5201425,1,0
29751278,1,0
11681540,1,0
2706221,1,0
2442020,5,4
38477552,1,0
4726884,1,0
26428067,1,0
13434974,1,0
25215125,2,0
6236641,1,0
2832436,1,0
16045981,2,0
31834044,1,0
24520339,1,0
10051497,1,0
12593280,1,0
21733089,1,0
14995122,1,0
11214661,1,0
8276,1,0
38807,1,0
8500199,1,0
35564570,1,0
11325281,1,0
12689009,1,0
26427024,0,0
16326132,0,0
17472786,0,0
26150423,0,0
626792,0,0
9704963,0,0
9733553,0,0
12639213,0,0
19879381,0,0
16030327,0,0
5877716,0,0
17628470,0,0
24449898,0,0
30615717,0,0
20848141,0,0
28806553,0,0
6885817,0,0
15689336,0,0
753008,0,0
17916899,0,0
24129812,0,0
8529523,0,0
27826228,0,0
32160087,0,0
31819986,0,0
17915939,0,0
707197,0,0
39659237,0,0
2799982,0,0
2656574,0,0
5644878,0,0
27994536,0,0
9820171,0,0
29378143,0,0
19787040,0,0
8674941,0,0
11593566,0,0
741151,0,0
27390031,0,0
21827765,0,0
578918,0,0
21230684,0,0
13467197,0,0
18655723,0,0
10994841,0,0
4894908,0,0
12657318,0,0
32118765,0,0
27410399,0,0
15463519,0,0
10122323,0,0
29370651,0,0
15306289,0,0
4832015,0,0
20501085,0,0
23737360,0,0
7209418,0,0
4320661,0,0
25983802,0,0
15237668,0,0
37570080,0,0
9032236,0,0
21317606,0,0
15480469,0,0
5376040,0,0
26648267,0,0
29039712,0,0
2389320,0,0
17070982,0,0
13771988,0,0
29107261,0,0
33030064,0,0
40826679,0,0
21834886,0,0
12555751,0,0
2436457,0,0
29365338,0,0
18115145,0,0
24934295,0,0
11266707,0,0
8610595,0,0
17404325,0,0
17071992,0,0
24802698,0,0
27035265,0,0
23069733,0,0
1496644,0,0
8646699,0,0
16879039,0,0
426738,0,0
11785694,0,0
6894613,0,0
10961343,0,0
29390185,0,0
3821474,0,0
636830,0,0
26657975,0,0
26421697,0,0
4230741,0,0
36803324,0,0
7569986,0,0
60726,0,0
116160,0,0
5361370,0,0
26049443,0,0
26931516,0,0
18992988,0,0
14119920,0,0
27407113,0,0
296261,0,0
9508518,0,0
2277805,0,0
38680531,0,0
2916843,0,0
26053133,0,0
17239929,0,0
17649147,0,0
30746875,0,0
11612073,0,0
17012906,0,0
3163345,0,0
13156336,0,0
27669980,0,0
31585957,0,0
12409006,0,0
14739497,0,0
4478114,0,0
10467548,0,0
33530690,0,0
28072667,0,0
3004547,0,0
9208287,0,0
12237611,0,0
7098239,0,0
41394354,0,0
37999441,0,0
43665698,0,0
43293519,0,0
39504630,0,0
6317263,0,0
4937055,0,0
27919874,0,0
8176865,0,0
5771956,0,0
10083089,0,0
753310,0,0
8148893,0,0
197400,0,0
27507208,0,0
22536963,0,0
12828086,0,0
12880736,0,0
4526053,0,0
13494970,0,0
20232201,0,0
33225807,0,0
2714273,0,0
5069580,0,0
34938803,0,0
41748543,0,0
18415161,0,0
30007491,0,0
9920421,0,0
1893647,0,0
28400307,0,0
15511567,0,0
8990656,0,0
13777419,0,0
9243089,0,0
34283518,0,0
853739,0,0
2793635,0,0
5801160,0,0
3181089,0,0
20931355,0,0
11148721,0,0
3710153,0,0
28290212,0,0
11604040,0,0
7313068,0,0
31335543,0,0
5522865,0,0
5845059,0,0
15512989,0,0
36280816,0,0
34760609,0,0
9724897,0,0
2340334,0,0
13533950,0,0
12479027,0,0
21740706,0,0
1799848,0,0
4772960,0,0
2858,0,0
30752183,0,0
7034500,0,0
13590970,0,0
19400136,0,0
34900051,0,0
6934499,0,0
36564488,0,0
7220425,0,0
40108,0,0
39977965,0,0
29246678,0,0
18265736,0,0
11378133,0,0
14091902,0,0
1498141,0,0
8069644,0,0
12760518,0,0
3593712,0,0
27129962,0,0
21045000,0,0
22550916,0,0
354745,0,0
36939994,0,0
36267142,0,0
35176452,0,0
3914508,0,0
22569664,0,0
12603901,0,0
6568856,0,0
6061800,0,0
11458522,0,0
31291548,0,0
5018370,0,0
22828565,0,0
10994042,0,0
330146,0,0
31176445,0,0
7813669,0,0
33406043,0,0
37337932,0,0
34382708,0,0
33626107,0,0
25246931,0,0
15834339,0,0
13672096,0,0
29963551,0,0
391190,0,0
21972284,0,0
10116759,0,0
619506,0,0
596175,0,0
14438362,0,0
2301825,0,0
32488613,0,0
3614568,0,0
11612379,0,0
20706242,0,0
5129044,0,0
12218762,0,0
5928438,0,0
10979614,0,0
289336,0,0
13814269,0,0
160342,0,0
30981976,0,0
302695,0,0
9155786,0,0
2888210,0,0
21446703,0,0
22088443,0,0
13043519,0,0
8511588,0,0
8268902,0,0
18008448,0,0
27586104,0,0
2236834,0,0
61349,0,0
30454330,0,0
30958064,0,0
7153117,0,0
8819924,0,0
31318913,0,0
1536968,0,0
12122541,0,0
17828912,0,0
6350116,0,0
36393277,0,0
23813446,0,0
7815475,0,0
8999496,0,0
6541864,0,0
7529488,0,0
137667,0,0
824689,0,0
18299879,0,0
231681,0,0
4968147,0,0
3844252,0,0
1597399,0,0
32792021,0,0
38690438,0,0
20151308,0,0
23904188,0,0
7080382,0,0
24268839,0,0
12573201,0,0
8262863,0,0
8166983,0,0
7074301,0,0
4827204,0,0
13982027,0,0
36531742,0,0
14657869,0,0
34635411,0,0
43676743,0,0
31574074,0,0
24029031,0,0
8241595,0,0
30226108,0,0
28050034,0,0
7635318,0,0
19469499,0,0
3191884,0,0
28050856,0,0
21773289,0,0
2433330,0,0
4148557,0,0
3845314,0,0
21982003,0,0
8530636,0,0
8991653,0,0
28742310,0,0
22856267,0,0
13587017,0,0
30316,0,0
779721,0,0
975968,0,0
13384055,0,0
3781493,0,0
25367757,0,0
22643324,0,0
25859813,0,0
9630360,0,0
18487735,0,0
16441913,0,0
20170540,0,0
9730542,0,0
12983991,0,0
4616221,0,0
14992065,0,0
34403603,0,0
32552369,0,0
15627282,0,0
3864576,0,0
7755486,0,0
2145897,0,0
3506504,0,0
18640313,0,0
30742740,0,0
33125151,0,0
1869534,0,0
11450630,0,0
34676159,0,0
8287403,0,0
9054519,0,0
12597114,0,0
26619813,0,0
12122545,0,0
12643085,0,0
23677829,0,0
22177080,0,0
11027257,0,0
7850573,0,0
27656304,0,0
15203093,0,0
31948191,0,0
35584807,0,0
30944204,0,0
32983262,0,0
22171978,0,0
14119225,0,0
19894045,0,0
29237298,0,0
25110767,0,0
15129691,0,0
84477,0,0
2443495,0,0
12550341,0,0
14051592,0,0
10626559,0,0
4583595,0,0
18609200,0,0
13860414,0,0
11366359,0,0
35195120,0,0
16362439,0,0
21619768,0,0
15461818,0,0
2270920,0,0
28005912,0,0
28685742,0,0
15918996,0,0
16548746,0,0
3446611,0,0
14711976,0,0
10891915,0,0
9866336,0,0
6834116,0,0
3212172,0,0
38992585,0,0
27970888,0,0
28326235,0,0
147393,0,0
470291,0,0
29936477,0,0
11147825,0,0
3867226,0,0
3201761,0,0
13912447,0,0
27871,0,0
1072979,0,0
303071,0,0
7813071,0,0
9031203,0,0
16214582,0,0
17426741,0,0
10094566,0,0
32762090,0,0
10891858,0,0
5085163,0,0
5798971,0,0
10629873,0,0
31487580,0,0
19231692,0,0
14123788,0,0
27880780,0,0
30870994,0,0
17413804,0,0
33719216,0,0
35671248,0,0
32278895,0,0
43622225,0,0
25977511,0,0
30560852,0,0
16554170,0,0
12140719,0,0
11527874,0,0
7953971,0,0
48437,0,0
17868181,0,0
7351306,0,0
17784804,0,0
23725998,0,0
10750415,0,0
15118117,0,0
5818935,0,0
24498818,0,0
32481245,0,0
29629209,0,0
32592769,0,0
20786800,0,0
4972357,0,0
12558510,0,0
2253939,0,0
28333354,0,0
3505487,0,0
24801649,0,0
31267721,0,0
29314481,0,0
22123865,0,0
17924030,0,0
33400740,0,0
55199,0,0
40478646,0,0
11114580,0,0
25889425,0,0
11308975,0,0
12699116,0,0
29298771,0,0
5783506,0,0
10185251,0,0
12437960,0,0
12489895,0,0
12674702,0,0
20227781,0,0
24004906,0,0
11314129,0,0
6848248,0,0
9714409,0,0
19903813,0,0
32578940,0,0
10151658,0,0
35341682,0,0
39031477,0,0
30734434,0,0
5566786,0,0
22953952,0,0
28563782,0,0
10356722,0,0
2419501,0,0
118235,0,0
30158530,0,0
386732,0,0
491384,0,0
9980578,0,0
10546969,0,0
33831664,0,0
30737715,0,0
27619012,0,0
5876769,0,0
17698982,0,0
10816114,0,0
14392174,0,0
11061455,0,0
11950164,0,0
10920412,0,0
30416040,0,0
294792,0,0
32283290,0,0
36852503,0,0
34203908,0,0
18315334,0,0
765788,0,0
17546703,0,0
604891,0,0
11664039,0,0
16936502,0,0
14020989,0,0
12669093,0,0
3237741,0,0
11768033,0,0
35976504,0,0
1497725,0,0
1938909,0,0
35077137,0,0
42000878,0,0
10126525,0,0
18136047,0,0
11602399,0,0
21179547,0,0
28602386,0,0
16346773,0,0
28864082,0,0
20888485,0,0
22592149,0,0
7809803,0,0
27355803,0,0
34387807,0,0
32367299,0,0
32767840,0,0
34811089,0,0
9454596,0,0
30289750,0,0
14051364,0,0
24173039,0,0
10243631,0,0
13531569,0,0
32298098,0,0
14558496,0,0
87393,0,0
6787006,0,0
22677904,0,0
19691190,0,0
1614596,0,0
38934016,0,0
38427317,0,0
38354006,0,0
38471311,0,0
44265737,0,0
5395829,31,0
36537703,43,0
33847523,112,2
24933692,82,94
8491639,165,137
25025893,106,0
29895255,67,31
18260057,78,1
35347822,26,0
13558388,39,0
9790802,164,56
19693512,85,49
21335746,992,2518
17945579,64,0
14334085,129,219
2922081,43,0
28197983,65,0
26013081,23,1
34178463,37,82
13704613,31,18
1962257,8,0
30943537,162,0
31294186,54,19
2306291,45,0
16683468,85,332
8256352,7,15
3449251,37,8
5409821,25,0
27559373,46,1
53260,8,6
89447,30,22
20083417,87,0
17984983,51,0
26049695,43,17
18328802,82,0
29720247,35,0
5640587,144,138
18260334,27,0
12772992,28,0
16178275,22,0
33386062,21,0
11723731,44,0
12712827,74,0
3978418,1,0
13082663,18,0
30046473,38,14
27421691,57,194
27424048,108,39
28416237,21,0
28915369,4,0
1749573,51,0
31877621,8,0
13978976,21,3
7883179,3,0
5841380,9,10
4586114,12,8
7617872,36,24
14519886,1,0
12138892,7,0
3236008,10,0
11824820,9,0
10041489,31,1
20603913,47,127
331241,17,0
1985400,6,2
12470032,34,3
31018150,48,21
36565542,32,0
474294,4,0
22045328,16,0
20329445,23,24
17393130,70,0
29169439,25,0
5579574,21,21
21166974,15,0
15894512,18,0
11339612,35,0
4343473,25,5
23925573,34,4
15520412,55,0
27759401,39,0
28348042,24,0
19338734,17,0
1929304,28,3
6283146,7,0
5210503,4,0
10131028,13,0
7211958,9,8
